buoy_id,buoy_name,latitude,longitude,timestamp,temperature,salinity,ph,dissolved_oxygen,turbidity,chlorophyll,wave_height
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-11T10:00:00+00:00,27.63,32.36,7.94,255.4,19,14.69,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-11T13:00:00+00:00,27.64,32.5,7.88,255.8,18.9,14.85,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-11T14:00:00+00:00,27.47,32.32,8,253.1,18.7,14.46,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-11T20:00:00+00:00,27.5,32.34,8.14,252.7,18.3,14.68,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-11T21:00:00+00:00,27.47,32.37,7.71,249.6,19.3,15.26,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-12T00:00:00+00:00,27.46,32.39,7.73,250.3,19.2,15.07,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-12T03:00:00+00:00,27.8,32.5,7.85,248.7,19.1,14.65,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-12T09:00:00+00:00,27.5,32.47,7.85,257.3,18.3,14.63,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-12T10:00:00+00:00,27.61,32.45,8.01,255.4,19.1,14.42,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-12T13:00:00+00:00,27.67,32.41,7.9,253.5,18.7,14.69,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-12T14:00:00+00:00,27.6,32.47,7.81,254.9,19.3,14.39,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-12T20:00:00+00:00,27.56,32.42,7.87,249.7,19.2,15.09,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-12T21:00:00+00:00,27.8,32.4,8.06,248.8,18.7,14.49,4.7
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-13T03:00:00+00:00,27.48,32.42,8.03,257.4,18.3,15.01,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-13T04:00:00+00:00,27.53,32.45,7.99,251.1,18.6,15.02,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-13T07:00:00+00:00,27.66,32.32,7.61,256.1,19.3,14.68,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-13T10:00:00+00:00,27.74,32.47,8.1,247.9,19.2,15.01,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-13T13:00:00+00:00,27.65,32.34,7.9,253.3,19,14.91,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-13T16:00:00+00:00,27.79,32.46,7.85,257.4,19.2,15.07,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-13T22:00:00+00:00,27.54,32.4,7.62,249.7,19,15.2,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-13T23:00:00+00:00,27.6,32.5,8.13,256.5,19.3,15.22,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-14T05:00:00+00:00,27.81,32.34,7.77,256.9,19.3,14.45,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-14T06:00:00+00:00,27.81,32.34,8.07,251.8,18.9,14.69,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-14T12:00:00+00:00,27.56,32.5,8.09,254.6,18.7,14.55,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-14T18:00:00+00:00,27.75,32.35,7.84,255.9,18.5,15.11,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-14T21:00:00+00:00,27.45,32.44,7.9,255.7,18.8,14.83,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-15T03:00:00+00:00,27.51,32.37,7.69,248.6,19.3,14.5,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-15T09:00:00+00:00,27.8,32.49,7.67,256.1,19.1,14.79,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-15T10:00:00+00:00,27.55,32.41,7.73,248.3,19.2,15.2,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-15T11:00:00+00:00,27.57,32.45,8.16,250.8,19.2,14.86,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-15T14:00:00+00:00,27.79,32.33,7.93,248.8,19.1,15.26,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-15T15:00:00+00:00,27.55,32.49,7.88,253.2,18.7,14.58,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-15T16:00:00+00:00,27.78,32.41,7.89,256.3,19,14.53,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-15T22:00:00+00:00,27.77,32.4,8.23,251.8,18.7,14.59,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-15T23:00:00+00:00,27.84,32.45,8.03,256.7,18.7,14.38,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-16T05:00:00+00:00,27.46,32.44,7.61,250.3,18.6,14.56,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-16T08:00:00+00:00,27.69,32.41,7.9,252.5,18.4,14.47,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-16T09:00:00+00:00,27.61,32.35,7.91,254.8,19,15.24,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-16T12:00:00+00:00,27.59,32.37,7.78,253.1,18.9,15.01,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-16T18:00:00+00:00,27.77,32.41,7.77,247.8,18.4,14.34,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-16T19:00:00+00:00,27.48,32.46,7.98,254.6,18.9,14.51,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-16T20:00:00+00:00,27.59,32.4,7.79,253.6,18.7,14.7,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-16T21:00:00+00:00,27.79,32.48,8.23,256.2,18.5,15.26,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-17T03:00:00+00:00,27.54,32.33,8.13,250.4,19.1,14.81,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-17T04:00:00+00:00,27.61,32.43,7.73,253.7,18.8,14.89,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-17T07:00:00+00:00,27.61,32.49,8.04,251.4,18.6,14.38,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-17T08:00:00+00:00,27.66,32.34,8.08,248.6,18.8,14.91,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-17T09:00:00+00:00,27.65,32.39,7.95,255.6,18.6,14.56,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-17T12:00:00+00:00,27.72,32.38,7.88,253,19.2,14.8,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-17T13:00:00+00:00,27.48,32.48,7.92,248.5,18.4,14.67,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-17T14:00:00+00:00,27.58,32.41,7.68,254.9,18.8,15.27,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-17T20:00:00+00:00,27.57,32.43,7.92,255.3,19,15.11,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-18T02:00:00+00:00,27.84,32.42,7.69,248.2,18.5,14.92,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-18T05:00:00+00:00,27.6,32.45,7.58,248.3,19.1,14.31,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-18T08:00:00+00:00,27.49,32.44,8,250.2,18.7,14.86,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-18T09:00:00+00:00,27.79,32.32,8.11,256.2,18.5,15.03,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-18T12:00:00+00:00,27.69,32.38,8.08,254.4,19,15.25,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-18T13:00:00+00:00,27.61,32.35,7.91,252,19.3,14.44,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-18T19:00:00+00:00,27.57,32.43,7.97,249.7,19.1,14.35,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-18T22:00:00+00:00,27.79,32.4,7.66,253.6,18.4,15.25,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-19T01:00:00+00:00,27.49,32.39,8.06,253,19.2,14.6,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-19T07:00:00+00:00,27.64,32.45,7.93,251.3,18.4,15.17,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-19T13:00:00+00:00,27.7,32.42,7.91,252.4,18.9,14.53,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-19T16:00:00+00:00,27.72,32.33,7.89,257.2,19,14.68,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-19T22:00:00+00:00,27.7,32.41,7.86,253.4,18.7,14.68,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-19T23:00:00+00:00,27.84,32.32,8.15,249.5,19.3,14.79,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-20T02:00:00+00:00,27.5,32.44,7.8,256.7,18.9,15.08,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-20T03:00:00+00:00,27.66,32.35,7.75,254.7,19.3,15.24,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-20T09:00:00+00:00,27.54,32.43,7.62,250.7,19.3,14.5,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-20T15:00:00+00:00,27.54,32.37,8.12,248.6,18.8,15.21,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-20T18:00:00+00:00,27.64,32.34,7.94,250.3,18.9,14.72,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-20T21:00:00+00:00,27.69,32.47,7.67,249.8,18.7,14.34,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-20T22:00:00+00:00,27.68,32.43,8.15,251.2,18.4,14.62,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-21T01:00:00+00:00,27.68,32.45,8.09,251.7,18.4,14.75,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-21T02:00:00+00:00,27.64,32.38,8.03,250.1,19.3,14.47,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-21T08:00:00+00:00,27.68,32.48,8.1,256,18.8,15.17,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-21T11:00:00+00:00,27.76,32.37,8.2,256.9,19.3,14.83,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-21T12:00:00+00:00,27.5,32.41,7.86,256.4,18.9,14.39,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-21T15:00:00+00:00,27.57,32.38,7.93,254.5,19.3,14.85,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-21T18:00:00+00:00,27.81,32.35,7.9,248.6,18.7,14.72,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-22T00:00:00+00:00,27.47,32.34,7.96,252.8,18.8,15.06,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-22T06:00:00+00:00,27.74,32.32,7.98,252.1,19.3,14.81,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-22T07:00:00+00:00,27.78,32.37,7.96,248.2,18.8,14.56,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-22T10:00:00+00:00,27.66,32.4,7.99,253.9,18.6,15.23,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-22T13:00:00+00:00,27.63,32.37,8.1,253,18.8,14.47,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-22T19:00:00+00:00,27.62,32.38,7.62,254.6,18.4,14.33,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-22T20:00:00+00:00,27.63,32.33,7.63,257,18.7,15.05,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-22T23:00:00+00:00,27.58,32.45,7.98,249.9,18.9,14.46,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-23T00:00:00+00:00,27.53,32.44,7.77,257.2,18.5,15.04,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-23T01:00:00+00:00,27.67,32.32,8.22,255.2,19.1,14.48,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-23T07:00:00+00:00,27.54,32.36,7.9,255.1,19.1,14.38,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-23T10:00:00+00:00,27.77,32.31,7.91,251.2,18.5,14.62,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-23T13:00:00+00:00,27.71,32.36,7.74,254.3,18.4,14.83,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-23T16:00:00+00:00,27.8,32.37,8.01,247.8,18.5,14.68,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-23T17:00:00+00:00,27.69,32.33,7.6,256.4,18.8,15.2,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-23T20:00:00+00:00,27.56,32.43,7.77,251.1,18.8,14.98,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-24T02:00:00+00:00,27.63,32.44,7.7,257,18.8,14.89,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-24T03:00:00+00:00,27.74,32.48,7.78,249.2,18.5,14.74,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-24T06:00:00+00:00,27.68,32.45,8.17,247.8,18.4,15.25,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-24T12:00:00+00:00,27.53,32.38,7.65,252.1,18.4,14.98,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-24T18:00:00+00:00,27.69,32.43,7.67,251,18.7,14.45,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-24T21:00:00+00:00,27.82,32.4,7.81,256,19,15.27,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-24T22:00:00+00:00,27.8,32.35,7.95,253.3,18.7,15.08,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-24T23:00:00+00:00,27.67,32.35,7.93,255.9,18.6,14.8,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-25T05:00:00+00:00,27.7,32.44,7.87,249.3,19.2,14.97,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-25T06:00:00+00:00,27.58,32.49,7.69,250.8,18.6,15.14,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-25T12:00:00+00:00,27.69,32.47,7.98,249,18.4,14.89,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-25T13:00:00+00:00,27.81,32.45,8.17,247.9,19.3,14.56,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-25T19:00:00+00:00,27.57,32.48,7.9,253.8,19,14.37,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-26T01:00:00+00:00,27.63,32.33,7.81,254.1,18.5,14.75,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-26T04:00:00+00:00,27.82,32.49,8.17,251.7,18.4,14.44,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-26T07:00:00+00:00,27.45,32.33,7.76,256.6,18.8,14.54,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-26T13:00:00+00:00,27.75,32.43,7.99,251.9,18.3,14.51,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-26T14:00:00+00:00,27.63,32.34,7.91,249.7,18.4,14.64,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-26T20:00:00+00:00,27.62,32.48,7.86,248.6,18.5,15.25,4.5
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-27T02:00:00+00:00,27.63,32.44,7.85,257.4,18.8,14.73,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-27T08:00:00+00:00,27.76,32.35,7.97,251.4,18.7,15.3,4.4
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-27T11:00:00+00:00,27.47,32.43,7.95,251.8,19,14.8,4.3
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-27T14:00:00+00:00,27.79,32.34,7.74,256.8,19.1,14.41,4.6
IND-4188-E,MarineTrack 31,18.7798,-111.3852,2022-03-27T20:00:00+00:00,27.83,32.46,8.18,256.3,19.2,14.98,4.6
